date,location,url,image_file
2/24/2016,IUB,https://www.idsnews.com/article/2016/02/rise-for-iusa-announces-campaign,IUB_02242016_632.png
2/23/2016,IUB,https://www.idsnews.com/article/2016/02/woman-reports-sexual-assault-after-party,IUB_02232016_634.png
,IUB,https://www.idsnews.com/article/2016/02/four-incidents-of-rape-reported,IUB_nan_638.png
2/15/2016,IUB,https://www.idsnews.com/article/2016/02/casares-scandal-prompts-mistrust-of-university-services,IUB_02152016_639.png
2/9/2016,IUB,https://www.idsnews.com/article/2016/02/spotlight-reporters-address-media-students,IUB_02092016_640.png
2/7/2016,IUB,https://www.idsnews.com/article/2016/02/iu-deputy-title-ix-director-accused-of-sexual-assault-2a43,IUB_02072016_641.png
2/8/2016,IUB,https://www.idsnews.com/article/2016/02/editorial-two-sides-to-every-story,IUB_02082016_642.png
,IUB,https://www.idsnews.com/article/2016/02/supporters-defend-accusations-against-iu-deputy-title-ix-director,IUB_nan_644.png
2/5/2016,IUB,https://www.idsnews.com/article/2016/02/iu-deputy-title-ix-director-accused-of-sexual-assault,IUB_02052016_645.png
2/2/2016,IUB,https://www.idsnews.com/article/2016/02/rha-addresses-campus-safety,IUB_02022016_648.png
1/29/2016,IUB,https://www.idsnews.com/article/2016/01/eisenberg-partners-with-middle-way-house,IUB_01292016_652.png
1/23/2016,IUB,https://www.idsnews.com/article/2016/01/man-arrested-on-rape-charges,IUB_01232016_656.png
1/21/2016,IUB,https://www.idsnews.com/article/2016/01/editorial-stay-safe-while-youre-abroad,IUB_01212016_657.png
1/19/2016,IUB,https://www.idsnews.com/article/2016/01/iusa-congress-holds-elections-urges-efficiency,IUB_01192016_658.png
1/20/2016,IUB,https://www.idsnews.com/article/2016/01/faculty-discusses-sexual-assault-prevention,IUB_01202016_659.png
1/15/2016,IUB,https://www.idsnews.com/article/2016/01/dean-of-students-announces-retirement,IUB_01152016_661.png
1/13/2016,IUB,https://www.idsnews.com/article/2016/01/quiet-grrrl-launches-padsagainstsexism,IUB_01132016_662.png
12/26/2017,IUB,https://www.idsnews.com/article/2017/12/man-wanted-on-sexual-assault-charge-kills-self,IUB_12262017_664.png
12/13/2017,IUB,https://www.idsnews.com/article/2017/12/ca-rape-brief-12-13-17,IUB_12132017_665.png
12/8/2017,IUB,https://www.idsnews.com/article/2017/12/cifranken12717,IUB_12082017_667.png
12/7/2017,IUB,https://www.idsnews.com/article/2017/12/editorial-voxparty,IUB_12072017_668.png
12/7/2017,IUB,https://www.idsnews.com/article/2017/12/entvarietyshow12-6-17,IUB_12072017_669.png
12/4/2017,IUB,https://www.idsnews.com/article/2017/12/capha1232017,IUB_12042017_674.png
12/3/2017,IUB,https://www.idsnews.com/article/2017/12/editorial-ifc,IUB_12032017_675.png
11/28/2017,IUB,https://www.idsnews.com/article/2017/11/bloomington-man-accused-of-sexual-assault,IUB_11282017_677.png
11/28/2017,IUB,https://www.idsnews.com/article/2017/11/editorial-cyntoiabrown,IUB_11282017_678.png
